Condition	Species	riboCIRC_ID	Genome_assembly	Genome_pos	Strand	Spliced_length	Transcript	Symbol	Ensembl	Dataset_count	Evidences	Other_ids
Condition-independent	Mouse	mmu_circSlc8a1_003	mm10	chr17:81647808-81649638	-	1830	NM_011406	Slc8a1	ENSMUSG00000054640	2	3: RPF,cORF,m6A	circAtlas:mmu-Slc8a1_0012,circBase:mmu_circ_0000823,CIRCpedia:MMU_CIRCpedia_30902
Condition-independent	Mouse	mmu_circLrpprc_001	mm10	chr17:84748960-84777134	-	2352	NM_028233	Lrpprc	ENSMUSG00000024120	1	3: RPF,cORF,m6A	circAtlas:mmu-Lrpprc_0020,CIRCpedia:MMU_CIRCpedia_223725
Condition-independent	Mouse	mmu_circPpm1b_001	mm10	chr17:85003265-85005566	+	288	NM_011151	Ppm1b	ENSMUSG00000061130	1	3: RPF,cORF,MS	CIRCpedia:MMU_CIRCpedia_31904
Condition-independent	Mouse	mmu_circFbxo11_001	mm10	chr17:88008593-88015712	-	709	NM_001081034	Fbxo11	ENSMUSG00000005371	1	2: RPF,cORF	circAtlas:mmu-Fbxo11_0002,circBase:mmu_circ_0007086,CIRCpedia:MMU_CIRCpedia_32981,TSCD:chr17:88008593-88015712
Condition-independent	Mouse	mmu_circFoxn2_001	mm10	chr17:88462712-88463263	+	551	NM_180974	Foxn2	ENSMUSG00000034998	1	3: RPF,cORF,m6A	circAtlas:mmu-Foxn2_0001,circBase:mmu_circ_0007088,CIRCpedia:MMU_CIRCpedia_33118
Condition-independent	Mouse	mmu_circSvil_001	mm10	chr18:5046588-5049494	+	820	NM_001347449	Svil	ENSMUSG00000024236	1	3: RPF,cORF,m6A	circAtlas:mmu-Svil_0007,CIRCpedia:MMU_CIRCpedia_21856
Condition-independent	Mouse	mmu_circZeb1_001	mm10	chr18:5705042-5705243	+	201	NM_011546	Zeb1	ENSMUSG00000024238	2	3: RPF,cORF,m6A	circAtlas:mmu-Zeb1_0003,circBase:mmu_circ_0007400,CIRCpedia:MMU_CIRCpedia_23736
Condition-independent	Mouse	mmu_circKif5b_001	mm10	chr18:6216222-6216366	-	144	NM_008448	Kif5b	ENSMUSG00000006740	1	3: RPF,cORF,m6A	circAtlas:mmu-Kif5b_0006
Condition-independent	Mouse	mmu_circWac_001	mm10	chr18:7901495-7906044	+	336	NM_153085	Wac	ENSMUSG00000024283	1	3: RPF,cORF,m6A	circAtlas:mmu-Wac_0002,circBase:mmu_circ_0007540,CIRCpedia:MMU_CIRCpedia_30043
Condition-independent	Mouse	mmu_circTtc39c_001	mm10	chr18:12684836-12698059	+	817	NM_028341	Ttc39c	ENSMUSG00000024424	1	3: RPF,cORF,m6A	circAtlas:mmu-Ttc39c_0001,CIRCpedia:MMU_CIRCpedia_6723
Condition-independent	Mouse	mmu_circTtc39c_002	mm10	chr18:12728619-12730117	+	234	NM_028341	Ttc39c	ENSMUSG00000024424	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Ttc39c_0006,CIRCpedia:MMU_CIRCpedia_39354,TSCD:chr18:12728619-12730117
Condition-independent	Mouse	mmu_circCdh2_001	mm10	chr18:16774507-16774619	-	112	NM_007664	Cdh2	ENSMUSG00000024304	2	2: RPF,cORF	CIRCpedia:MMU_CIRCpedia_36968
Condition-independent	Mouse	mmu_circRnf138_001	mm10	chr18:21008724-21010792	+	282	NM_001303011	Rnf138	ENSMUSG00000024317	6	3: RPF,cORF,m6A	circAtlas:mmu-Rnf138_0002,CIRCpedia:MMU_CIRCpedia_40506
Condition-independent	Mouse	mmu_circSap130_001	mm10	chr18:31635981-31636099	+	118	NM_001357555	Sap130	ENSMUSG00000024260	4	2: RPF,cORF	circBase:mmu_circ_0007221,CIRCpedia:MMU_CIRCpedia_16207
Condition-independent	Mouse	mmu_circCtnna1_001	mm10	chr18:35152600-35154540	+	303	NM_009818	Ctnna1	ENSMUSG00000037815	1	3: RPF,cORF,m6A	circAtlas:mmu-Ctnna1_0004,circBase:mmu_circ_0000860,CIRCpedia:MMU_CIRCpedia_17639
Condition-independent	Mouse	mmu_circUbe2d2a_001	mm10	chr18:35793464-35801367	+	374	NM_019912	Ube2d2a	ENSMUSG00000091896	4	3: RPF,cORF,m6A	CIRCpedia:MMU_CIRCpedia_17880
Condition-independent	Mouse	mmu_circRbm27_001	mm10	chr18:42288107-42324198	+	2110	NM_172626	Rbm27	ENSMUSG00000024491	1	3: RPF,cORF,m6A	circAtlas:mmu-Rbm27_0052,CIRCpedia:MMU_CIRCpedia_19833
Condition-independent	Mouse	mmu_circTcerg1_001	mm10	chr18:42519367-42538056	+	592	NR_110344	Tcerg1	ENSMUSG00000024498	1	2: RPF,cORF	circAtlas:mmu-Tcerg1_0004,circBase:mmu_circ_0007344,CIRCpedia:MMU_CIRCpedia_19876
Condition-independent	Mouse	mmu_circMcc_001	mm10	chr18:44510096-44534300	-	400	NM_001085373	Mcc	ENSMUSG00000071856	1	3: RPF,cORF,m6A	circAtlas:mmu-Mcc_0004,circBase:mmu_circ_0007364,CIRCpedia:MMU_CIRCpedia_20319
Condition-independent	Mouse	mmu_circCsnk1g3_001	mm10	chr18:53895530-53906669	+	535	NM_152809	Csnk1g3	ENSMUSG00000073563	1	3: RPF,cORF,m6A	circAtlas:mmu-Csnk1g3_0001,circBase:mmu_circ_0000872,CIRCpedia:MMU_CIRCpedia_22767
Condition-independent	Mouse	mmu_circTcof1_001	mm10	chr18:60832426-60832624	-	198	NM_011552	Tcof1	ENSMUSG00000024613	1	2: RPF,cORF	CIRCpedia:MMU_CIRCpedia_212789
Condition-independent	Mouse	mmu_circNars_001	mm10	chr18:64511983-64515405	-	146	NM_027350	Nars	ENSMUSG00000024587	2	3: RPF,cORF,m6A	circAtlas:mmu-Nars_0027
Condition-independent	Mouse	mmu_circMbd2_001	mm10	chr18:70593202-70618013	+	1172	NM_010773	Mbd2	ENSMUSG00000024513	1	2: RPF,cORF	circAtlas:mmu-Mbd2_0008
Condition-independent	Mouse	mmu_circSmad4_001	mm10	chr18:73675160-73678039	-	582	NM_008540	Smad4	ENSMUSG00000024515	1	3: RPF,cORF,m6A	circAtlas:mmu-Smad4_0007,circBase:mmu_circ_0000894,CIRCpedia:MMU_CIRCpedia_28512
Condition-independent	Mouse	mmu_circAtp5a1_001	mm10	chr18:77778461-77778635	+	174	NM_007505	Atp5a1	ENSMUSG00000025428	1	3: RPF,cORF,MS	circAtlas:mmu-Atp5a1_0025
Condition-independent	Mouse	mmu_circSetbp1_001	mm10	chr18:79086550-79087180	-	630	NM_053099	Setbp1	ENSMUSG00000024548	1	3: RPF,cORF,m6A	circAtlas:mmu-Setbp1_0003,circBase:mmu_circ_0000903,CIRCpedia:MMU_CIRCpedia_30067
Condition-independent	Mouse	mmu_circPpp6r3_001	mm10	chr19:3464544-3484916	-	991	NM_001164159	Ppp6r3	ENSMUSG00000024908	1	2: RPF,cORF	circAtlas:mmu-Ppp6r3_0111,CIRCpedia:MMU_CIRCpedia_17416
Condition-independent	Mouse	mmu_circKmt5b_001	mm10	chr19:3786388-3796708	+	456	NM_001167889	Kmt5b	ENSMUSG00000045098	1	3: RPF,cORF,m6A	circAtlas:mmu-Suv420h1_0002,circBase:mmu_circ_0007756,CIRCpedia:MMU_CIRCpedia_18680
Condition-independent	Mouse	mmu_circSptbn2_001	mm10	chr19:4729061-4729489	+	301	NM_021287	Sptbn2	ENSMUSG00000067889	1	3: RPF,cORF,m6A	circAtlas:mmu-Sptbn2_0001,circBase:mmu_circ_0007861,CIRCpedia:MMU_CIRCpedia_21059
Condition-independent	Mouse	mmu_circRbm4_001	mm10	chr19:4792397-4794009	-	617	NM_001290124	Rbm4	ENSMUSG00000094936	7	3: RPF,cORF,m6A	circAtlas:mmu-Gm21992_0001,CIRCpedia:MMU_CIRCpedia_21231
Condition-independent	Mouse	mmu_circKlc2_001	mm10	chr19:5113780-5114171	-	301	NR_045528	Klc2	ENSMUSG00000024862	1	3: RPF,cORF,m6A	circAtlas:mmu-Klc2_0004,circBase:mmu_circ_0007888,CIRCpedia:MMU_CIRCpedia_22030
Condition-independent	Mouse	mmu_circStip1_001	mm10	chr19:7025314-7029234	-	573	NM_016737	Stip1	ENSMUSG00000024966	1	4: RPF,cORF,MS,m6A	CIRCpedia:MMU_CIRCpedia_36920
Condition-independent	Mouse	mmu_circDdb1_001	mm10	chr19:10625166-10627235	+	541	NM_015735	Ddb1	ENSMUSG00000024740	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Ddb1_0025,circBase:mmu_circ_0007605,CIRCpedia:MMU_CIRCpedia_1734
Condition-independent	Mouse	mmu_circPatl1_001	mm10	chr19:11923800-11925226	+	308	NM_172635	Patl1	ENSMUSG00000046139	1	3: RPF,cORF,m6A	circAtlas:mmu-Patl1_0009,CIRCpedia:MMU_CIRCpedia_4701
Condition-independent	Mouse	mmu_circCarnmt1_001	mm10	chr19:18677687-18693762	+	794	NM_026120	Carnmt1	ENSMUSG00000024726	1	3: RPF,cORF,m6A	circAtlas:mmu-2410127L17Rik_0001,CIRCpedia:MMU_CIRCpedia_12553
Condition-independent	Mouse	mmu_circSmarca2_001	mm10	chr19:26706067-26710685	+	392	NM_011416	Smarca2	ENSMUSG00000024921	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Smarca2_0042,circBase:mmu_circ_0007648,CIRCpedia:MMU_CIRCpedia_14828
Condition-independent	Mouse	mmu_circSmarca2_002	mm10	chr19:26720728-26720947	+	219	NM_011416	Smarca2	ENSMUSG00000024921	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Smarca2_0096
Condition-independent	Mouse	mmu_circGlis3_001	mm10	chr19:28530872-28531986	-	1114	NM_175459	Glis3	ENSMUSG00000052942	1	3: RPF,cORF,m6A	circAtlas:mmu-Glis3_0003,circBase:mmu_circ_0000943,CIRCpedia:MMU_CIRCpedia_15220,TSCD:chr19:28530872-28531986
Condition-independent	Mouse	mmu_circGlis3_002	mm10	chr19:28665752-28666236	-	484	NM_175459	Glis3	ENSMUSG00000052942	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Glis3_0012,circBase:mmu_circ_0007673,CIRCpedia:MMU_CIRCpedia_15265,TSCD:chr19:28665752-28666236
Condition-independent	Mouse	mmu_circPank1_001	mm10	chr19:34840756-34841109	-	353	NM_001114339	Pank1	ENSMUSG00000033610	1	3: RPF,cORF,m6A	circAtlas:mmu-Pank1_0004,circBase:mmu_circ_0007714,CIRCpedia:MMU_CIRCpedia_17513,TSCD:chr19:34840756-34841109
Condition-independent	Mouse	mmu_circBtaf1_001	mm10	chr19:36956370-36973018	+	1254	NM_001080706	Btaf1	ENSMUSG00000040565	1	2: RPF,cORF	circAtlas:mmu-Btaf1_0006,circBase:mmu_circ_0007727,CIRCpedia:MMU_CIRCpedia_18343
Condition-independent	Mouse	mmu_circNeurl1a_001	mm10	chr19:47239801-47240671	+	564	NM_001163480	Neurl1a	ENSMUSG00000006435	1	3: RPF,cORF,m6A	circAtlas:mmu-Neurl1a_0001,circBase:mmu_circ_0007862,CIRCpedia:MMU_CIRCpedia_21045
Condition-independent	Mouse	mmu_circPdcd4_001	mm10	chr19:53926205-53926645	+	219	NM_001168492	Pdcd4	ENSMUSG00000024975	1	3: RPF,cORF,m6A	circAtlas:mmu-Pdcd4_0022,CIRCpedia:MMU_CIRCpedia_22780
Condition-independent	Mouse	mmu_circNhlrc2_001	mm10	chr19:56570415-56576284	+	708	NM_025811	Nhlrc2	ENSMUSG00000025078	1	3: RPF,cORF,m6A	circAtlas:mmu-Nhlrc2_0006,circBase:mmu_circ_0000962,CIRCpedia:MMU_CIRCpedia_23570
Condition-independent	Mouse	mmu_circNhlrc2_002	mm10	chr19:56574757-56576284	+	252	NM_025811	Nhlrc2	ENSMUSG00000025078	2	2: RPF,cORF	circAtlas:mmu-Nhlrc2_0007,circBase:mmu_circ_0000963,CIRCpedia:MMU_CIRCpedia_23571
Condition-independent	Mouse	mmu_circTrub1_001	mm10	chr19:57458089-57472780	+	237	NM_028115	Trub1	ENSMUSG00000025086	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Trub1_0002,CIRCpedia:MMU_CIRCpedia_23831
Condition-independent	Mouse	mmu_circGfra1_001	mm10	chr19:58263911-58270163	-	427	NM_001285457	Gfra1	ENSMUSG00000025089	1	3: RPF,cORF,m6A	circAtlas:mmu-Gfra1_0001,circBase:mmu_circ_0007972,CIRCpedia:MMU_CIRCpedia_24111
Condition-independent	Mouse	mmu_circEif3a_001	mm10	chr19:60764031-60764233	-	202	NM_010123	Eif3a	ENSMUSG00000024991	2	3: RPF,cORF,m6A	circAtlas:mmu-Eif3a_0003,circBase:mmu_circ_0000970,CIRCpedia:MMU_CIRCpedia_24969
Condition-independent	Mouse	mmu_circTspan7_001	mm10	chrX:10579314-10585652	+	516	NM_019634	Tspan7	ENSMUSG00000058254	1	3: RPF,cORF,m6A	circAtlas:mmu-Tspan7_0003,circBase:mmu_circ_0001865,CIRCpedia:MMU_CIRCpedia_1565
Condition-independent	Mouse	mmu_circUba1_001	mm10	chrX:20672815-20676075	+	519	NM_009457	Uba1	ENSMUSG00000001924	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Uba1_0010
Condition-independent	Mouse	mmu_circLamp2_001	mm10	chrX:38424266-38442140	-	1053	NM_010685	Lamp2	ENSMUSG00000016534	5	3: RPF,cORF,m6A	circAtlas:mmu-Lamp2_0003,circBase:mmu_circ_0016266,CIRCpedia:MMU_CIRCpedia_18878
Condition-independent	Mouse	mmu_circGria3_001	mm10	chrX:41478559-41478799	+	240	NM_016886	Gria3	ENSMUSG00000001986	1	2: RPF,cORF	circAtlas:mmu-Gria3_0008,CIRCpedia:MMU_CIRCpedia_19655
Condition-independent	Mouse	mmu_circPhf6_001	mm10	chrX:52917165-52940680	+	591	NM_027642	Phf6	ENSMUSG00000025626	1	3: RPF,cORF,m6A	circAtlas:mmu-Phf6_0013
Condition-independent	Mouse	mmu_circPola1_001	mm10	chrX:93461368-93493581	-	1083	NM_008892	Pola1	ENSMUSG00000006678	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Pola1_0001,circBase:mmu_circ_0016396,CIRCpedia:MMU_CIRCpedia_34530,TSCD:chrX:93461368-93493581
Condition-independent	Mouse	mmu_circZfx_001	mm10	chrX:94098282-94102380	-	660	NM_011768	Zfx	ENSMUSG00000079509	1	3: RPF,cORF,m6A	circAtlas:mmu-Zfx_0001,CIRCpedia:MMU_CIRCpedia_34707
Condition-independent	Mouse	mmu_circZfx_002	mm10	chrX:94098282-94114263	-	758	NM_001358355	Zfx	ENSMUSG00000079509	1	2: RPF,cORF	circAtlas:mmu-Zfx_0004,circBase:mmu_circ_0016408,CIRCpedia:MMU_CIRCpedia_34709
Condition-independent	Mouse	mmu_circEif2s3x_001	mm10	chrX:94199713-94200984	-	240	NM_012010	Eif2s3x	ENSMUSG00000035150	1	3: RPF,cORF,MS	CIRCpedia:MMU_CIRCpedia_222482
Condition-independent	Mouse	mmu_circDiaph2_001	mm10	chrX:130178935-130328061	+	1933	NM_172493	Diaph2	ENSMUSG00000034480	1	2: RPF,cORF	circAtlas:mmu-Diap2_0011,CIRCpedia:MMU_CIRCpedia_217310
Condition-independent	Mouse	mmu_circPcdh19_001	mm10	chrX:133625268-133681408	-	498	NM_001105246	Pcdh19	ENSMUSG00000051323	1	2: RPF,cORF	circAtlas:mmu-Pcdh19_0001,circBase:mmu_circ_0016105,CIRCpedia:MMU_CIRCpedia_7986
Condition-independent	Mouse	mmu_circTmsb15b1_001	mm10	chrX:136975397-136975502	-	105	NM_001081983	Tmsb15b1	ENSMUSG00000089768	1	3: RPF,cORF,m6A	CIRCpedia:MMU_CIRCpedia_212151
Condition-independent	Mouse	mmu_circAcsl4_001	mm10	chrX:142338883-142351615	-	1324	NM_001033600	Acsl4	ENSMUSG00000031278	1	3: RPF,cORF,m6A	circAtlas:mmu-Acsl4_0004
Condition-independent	Mouse	mmu_circRps6ka3_001	mm10	chrX:159337917-159352433	+	857	NM_001346675	Rps6ka3	ENSMUSG00000031309	1	3: RPF,cORF,m6A	circAtlas:mmu-Rps6ka3_0040
Condition-independent	Mouse	mmu_circPdha1_001	mm10	chrX:160132068-160133232	-	234	NM_008810	Pdha1	ENSMUSG00000031299	1	4: RPF,cORF,MS,m6A	CIRCpedia:MMU_CIRCpedia_212249
Condition-independent	Mouse	mmu_circErdr1_001	mm10	chrY:90793295-90793417	+	122	NM_133362	Erdr1	ENSMUSG00000095562	4	3: RPF,cORF,m6A	CIRCpedia:MMU_CIRCpedia_33849
